country,country_code,year,Prevalence of undernourishment (% of population),Crop production index (2004-2006 = 100),Agricultural land (% of land area),Food production index (2004-2006 = 100),Food exports (% of merchandise exports),Food imports (% of merchandise imports),Land area (sq. km),Population (Total),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)",GDP (constant 2005 US$),GDP per capita (constant 2005 US$),Adjusted net national income (constant 2005 US$)
Arab World,ARB,1990,,60.42248719512388,35.02851697421116,59.19734642300954,2.5085808297213745,,13623991.0,221488293.0,,,,643711094805.0859,2906.298504928592,
Arab World,ARB,1991,8.020997010161151,64.61725681950983,35.11932736890387,61.66737728303955,2.9944879051638815,17.0276967781081,13623991.0,227470711.0,20.720339972596395,10.361367882087835,12.435999581044134,679732678998.1964,2988.220663706443,
Arab World,ARB,1992,8.292766222830478,66.42207650552892,35.273290663080054,63.30320521128927,3.685942153242237,16.469959800346334,13624011.0,231443007.0,20.50034650384591,10.684113289578313,12.676229955083825,708061332539.2083,3059.333447647473,
Arab World,ARB,1993,8.582133264416338,66.90372442415426,39.22765476334392,64.05356717073637,4.673843589515304,15.966471816526008,13624011.0,237418436.0,21.45008126822618,10.683472491238762,12.829532185669235,728542071831.1268,3068.5994066237,
Arab World,ARB,1994,8.88735374894487,68.44765539728733,39.37144501718326,66.43467236396336,,,13624011.0,243271554.0,21.226432818091503,10.795312651927256,12.911412158656884,753834121319.587,3098.73517443633,
Arab World,ARB,1995,9.138817045584736,67.81226887848692,39.472149574747114,67.29088090910156,3.6322827545154475,,13624011.0,250504422.0,21.491330652571467,11.087158706848426,13.229952275084566,774378704810.9114,3091.277585554603,
Arab World,ARB,1996,9.455172667325025,82.41860656439603,39.54143900793973,77.56352504179459,3.731475879657431,,13624011.0,255932514.0,21.254892158350398,10.969147249329824,13.073722093230145,809322640364.7374,3162.250187425336,
Arab World,ARB,1997,9.56757940314405,74.81977463004036,39.55487117560313,74.30435631151805,,,13624011.0,261260242.0,20.401767335410916,10.639737792958883,12.638923157769375,838392230617.5775,3209.0310573071333,
Arab World,ARB,1998,9.640639892149377,81.23172471677306,39.5907636891955,80.10243376793758,3.676879801511902,,13624011.0,266537558.0,19.933438752172062,10.565348334794095,12.532147264187191,867017646538.0033,3252.891086133547,
Arab World,ARB,1999,9.584447601818978,80.76787512478617,39.60225076154152,80.90986314684977,2.9520077250846155,17.062671224025145,13624011.0,271912978.0,19.32178517952802,10.646978054447874,12.49315314314932,878800762134.2386,3231.919155157937,
Arab World,ARB,2000,9.468631986874255,81.38805423176974,39.59569615732107,82.834182465443,1.9100402072318854,15.65656761978225,13624011.0,277561423.0,20.982841507340844,11.396700258073015,13.418655105930855,924443567147.7228,3330.590963095483,
Arab World,ARB,2001,9.31626410675692,82.7334434333322,39.630406933758344,83.3798604674203,1.9857972880580232,14.271323492062995,13624011.0,283493089.0,20.95740483440112,11.142005897035432,13.207509716572659,945767183142.992,3336.1207727465694,
Arab World,ARB,2002,9.211510197261806,88.60751563694261,39.71320193443766,89.1025469009214,2.5551620227634593,15.89933445842281,13624011.0,289680968.0,21.137221997863815,11.152530813029358,13.22257954680015,963530546619.0498,3326.178289417515,
Arab World,ARB,2003,9.249828952789615,94.28741844623228,39.88541842599192,94.36096911337302,2.451578519071738,15.539676645596018,13623831.0,296095945.0,21.133794245981957,11.74852504288185,13.72985141352095,1016265196186.8909,3432.215852151879,
Arab World,ARB,2004,9.361479674546391,96.3055424280998,39.99763355669456,96.23710084123807,2.473671261444218,15.213331983328718,13623821.0,302824676.0,20.03618071738376,11.199816890946172,13.068730167639895,1107929563855.1252,3658.650208066681,
Arab World,ARB,2005,9.46395844871399,98.45576576317382,40.097098973115564,99.01424733571089,2.2003885615110326,12.356905528903127,13623831.0,309824383.0,19.858200104480115,9.711207507348242,11.889214537040056,1176005290522.101,3795.7157507583934,738084333094.8295
Arab World,ARB,2006,9.574395249604644,105.23869180872622,40.116083577004545,104.74865182305125,2.213413363194034,,13623891.0,317125787.0,18.904262838233667,9.070148041374477,11.194918751176703,1261159956028.236,3976.84454474286,
Arab World,ARB,2007,9.719769125101491,99.2691936871466,40.16146318043329,102.25411803179138,1.9062926723635218,11.788265145953956,13623911.0,324693498.0,17.56914957100892,8.847068263536555,10.770831266558929,1333896335047.6975,4108.170761853991,
Arab World,ARB,2008,9.768352809574878,101.45083333755095,40.10119406887342,105.27700598797124,1.758861049486742,11.57504719485339,13623921.0,332424892.0,17.597192036641147,8.380164660713008,10.401024855590371,1418955091140.7156,4268.498314322128,
Arab World,ARB,2009,9.818182109470285,109.19945784561794,40.03162080639076,110.09785328907336,2.749206244672866,,13621411.0,340149038.0,18.16190866368643,7.987530815058424,10.22779715750879,1441206329303.2275,4236.984875151191,
Arab World,ARB,2010,9.818263420684774,105.1689591517883,40.07914163895476,109.0150223391196,3.211273457878364,,13621401.0,347737036.0,18.296255660246025,7.990462790783745,10.254666782825577,1518817580434.4707,4367.718773661114,
Arab World,ARB,2011,9.712985412403146,110.9053858987558,38.054885837367245,114.97450887064448,,,13621401.0,355137048.0,19.422016759353074,8.313482231835497,10.758005008102485,1605183131295.6084,4519.897713672521,
Arab World,ARB,2012,9.722600709254198,112.00577158551607,,116.70814908865724,,,13621401.0,362466629.0,19.51843721538397,8.355532240810778,10.818327903592783,1675054936736.3687,4621.266629034611,
Arab World,ARB,2013,,,,,,,,,,,,,,
Caribbean small states,CSS,1990,,92.3399176130318,6.456712362603433,84.89471624106243,10.539855551899379,17.75542921442557,404850.0,5962579.0,,,,28534789735.569332,4785.645563030584,
Caribbean small states,CSS,1991,12.640342797310405,96.00944061136047,6.4814128689638135,86.99541396158664,10.030353236880636,15.438961195809883,404850.0,6003431.0,22.21682113246989,12.982103135468444,16.891163735870677,28589715085.06265,4762.229312715121,
Caribbean small states,CSS,1992,12.511137156653602,104.45363353269862,6.496233172780042,94.14750442804663,11.57573517620578,16.12087340271357,404850.0,6047100.0,22.032618551116766,11.907932557382539,16.196108215212305,28188089061.590473,4661.422675594991,
Caribbean small states,CSS,1993,12.39969582693861,107.97713863666411,6.580214894405335,95.67196597907308,12.963947110028542,16.17596575626293,404850.0,6092913.0,22.519100167280975,13.131041345304096,17.081951704402403,28166644804.83791,4622.853601362421,
Caribbean small states,CSS,1994,12.094491754064823,109.0413891820139,6.567864641225145,95.65455280413201,13.17515971944478,17.56232014732427,404850.0,6139813.0,22.20576961358646,12.965521092326602,16.875286919373185,29129854097.57913,4744.420407849413,
Caribbean small states,CSS,1995,11.864233828755888,116.44924979580604,6.555514388044955,101.65910104986924,16.10149536038339,16.76551004893968,404850.0,6187109.0,22.137504078654146,14.090734104390325,17.46067417713987,30036523587.101704,4854.694427898668,
Caribbean small states,CSS,1996,11.491771093573064,120.68008815021452,6.538224033592688,106.00594862226767,14.35849380120653,15.5733228862008,404850.0,6243442.0,22.15573190364816,12.616989875205379,16.6118860561311,31160864343.327282,4990.975225416891,
Caribbean small states,CSS,1997,11.164757788348112,115.81641561711344,6.51105347659627,102.74539632803605,18.62152971648806,15.246116067636907,404850.0,6293504.0,21.72093049854835,11.872824226257986,15.963637173122985,32272713809.807217,5127.940462071243,
Caribbean small states,CSS,1998,11.126746218898663,106.22876909024228,6.48635297023589,96.51544436214036,18.730015309294966,15.754092530079593,404850.0,6342332.0,20.336929182310918,11.56939744504444,15.193352844604153,34013221920.132843,5362.888905868195,
Caribbean small states,CSS,1999,10.800253478598437,110.39534345836026,6.496233172780042,102.06027639416983,15.705841887430855,15.968575051048154,404850.0,6387127.0,20.659555114423593,11.22563492210375,15.118493249605411,35583601869.14729,5571.143625161562,
Caribbean small states,CSS,2000,10.35749333735528,104.10815773628167,6.420896628380881,98.23562888013619,13.792311967066023,13.912886801642985,404850.0,6431380.0,18.776252999117073,10.370657396411167,13.833323290125675,37061908961.177986,5762.66819270172,
Caribbean small states,CSS,2001,10.012132162214517,105.81035029040679,6.398172162529332,100.56407329883724,12.80346500389735,14.234168085455769,404850.0,6478705.0,18.8325344715507,11.25952348994188,14.395949904888772,37868484762.49284,5845.070081519817,
Caribbean small states,CSS,2002,10.02873718290106,102.32632965357362,6.3556872915894775,100.73489381654879,14.161949297583456,14.363466409474285,404850.0,6521269.0,18.142523412727915,10.667329924828422,13.764701566976639,39607892003.75611,6073.647936276837,
Caribbean small states,CSS,2003,10.325726913313586,104.13043854913033,6.3742126713597616,103.30384923140977,13.192888670108704,14.116772104891774,404850.0,6564985.0,16.84096858674789,9.765171323067584,12.71130394794461,42395728527.76064,6457.856115095563,
Caribbean small states,CSS,2004,10.298276442464443,104.24633496833424,6.346795109299741,103.5868038795314,12.349543559764697,14.138550010405945,404850.0,6609643.0,15.55519681783037,9.629407976923002,12.083475267030428,44513814120.44145,6734.677518958505,
Caribbean small states,CSS,2005,10.164984071695402,93.18765382532916,6.226503643324688,96.05001727068874,11.08358226478271,13.327767365290343,404850.0,6654820.0,14.887732991608596,9.29469187995188,11.662603169864255,46555084823.07594,6995.694071827028,32140467700.633118
Caribbean small states,CSS,2006,9.830273226604525,102.56601120633653,6.221588242558973,100.36317884978008,9.739855673277276,12.489123558079644,404850.0,6700409.0,13.753218614384807,8.629199395210303,10.80143764759609,50603831525.85222,7552.349644007138,
Caribbean small states,CSS,2007,9.784264651626296,101.24497155802896,6.204989502284797,100.72335592658783,9.40984326977736,12.989979903043345,404850.0,6746333.0,12.690337453234996,7.324148626304378,9.582154696661954,52352137411.61518,7760.087948759005,
Caribbean small states,CSS,2008,9.669882782812818,94.35824252258044,6.172409534395455,96.24565348660579,9.176230216280759,12.769462374666139,404850.0,6792178.0,13.375765639153911,7.686456236182165,10.10779828036879,53336686717.58874,7852.663272015065,
Caribbean small states,CSS,2009,9.54822715241338,98.87431781262293,6.21563542052612,99.84438516943008,11.337101224881229,15.591680414442111,404850.0,6837418.0,13.971472721138376,8.87687497840186,11.017234828131683,51358984280.7644,7511.45889877793,
Caribbean small states,CSS,2010,9.181667978370259,99.2054700102692,6.216376435716932,100.72365955527098,10.339147365072758,16.16102376266846,404850.0,6881636.0,14.595386175676431,9.492443403130007,11.664919617019851,51610785621.554726,7499.784298610784,
Caribbean small states,CSS,2011,8.669458048896306,101.8703402893109,6.229467704087933,100.61181925907043,,,404850.0,6924204.0,14.925019505351235,9.574408701342472,11.873088112524856,51675109960.93307,7462.967578790727,
Caribbean small states,CSS,2012,7.951461707429351,104.68617475613858,,103.78014259177202,,,404850.0,6964458.0,15.295457886294976,9.923843139697434,12.253208573473648,52610170355.7977,7554.093994937969,
Caribbean small states,CSS,2013,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,1990,,59.2324321208012,50.724561356590506,55.343328608862215,8.26443358523603,8.656344103909149,24338380.0,1817972853.0,,,,5992604324830.549,3296.311226507929,5215975495269.313
East Asia & Pacific (all income levels),EAS,1991,23.911132150286157,59.91795505604826,50.76180464553663,56.66578635907655,8.056030880025869,8.134555321684381,24338380.0,1843760553.0,4.191123343954199,5.025198044990501,4.6786706418475035,6253213401971.263,3391.553958455506,5410034426262.265
East Asia & Pacific (all income levels),EAS,1992,23.378073377714003,62.62992596465202,50.99505658289121,59.753148919541644,7.716364798804278,8.086904513578748,24338380.0,1867846211.0,3.611029064493442,4.406567108571016,4.04954796657667,6447590765341.192,3451.88523946482,5560093721697.147
East Asia & Pacific (all income levels),EAS,1993,21.555372004284145,65.38610174240361,50.72593555660244,63.027326063732076,7.279610421908417,7.397862403811444,24338380.0,1891041219.0,3.7772634716159597,4.487878890821138,4.164839929394482,6654634641304.451,3519.0320414186863,5713333283172.6045
East Asia & Pacific (all income levels),EAS,1994,19.309705735769064,66.4721670591336,51.2329083873516,65.57673447092247,7.083914387647893,7.851217623586493,24338380.0,1914256532.0,3.795967954199661,4.505949763307951,4.183709143037734,6916522548247.078,3613.1638746562094,5967112340142.567
East Asia & Pacific (all income levels),EAS,1995,17.87132737951163,70.93088229876602,51.05577796601872,69.91474211326523,6.244896720367355,7.950255219707188,24340240.0,1937308013.0,3.8097190313275173,4.548274364802462,4.215257707235598,7221622074178.256,3727.6581863692813,6212602000505.529
East Asia & Pacific (all income levels),EAS,1996,16.98854463564232,75.48201061994808,51.12014698761376,73.92388888974757,6.254834579128042,7.741163095009715,24340140.0,1960043193.0,3.8316242030172365,4.6573711484038425,4.312558504436697,7550623607603.143,3852.2740899634564,6500963991508.372
East Asia & Pacific (all income levels),EAS,1997,16.616899513158934,77.026353596812,51.410436005382856,75.69063555777021,6.045844179788072,7.218164299083981,24340140.0,1982353941.0,3.9645615087160113,4.753429335855182,4.395518370802188,7814667955667.888,3942.115378107389,6738354319781.794
East Asia & Pacific (all income levels),EAS,1998,16.373806034922765,78.30861132437656,51.55767005213765,78.3709931756592,5.759225930637288,7.515151322970854,24340140.0,2003878640.0,4.3046241438198525,5.188975774267686,4.793145159185607,7743888060140.856,3864.449625622466,6673238496698.402
East Asia & Pacific (all income levels),EAS,1999,15.906828686908883,81.65587687355621,51.224751005993795,81.60264330807385,5.382756522210184,7.126806338315845,24340140.0,2024110433.0,4.265492326976982,5.282690173949385,4.852960877699893,7957655304742.218,3931.4333719173205,6772960112284.689
East Asia & Pacific (all income levels),EAS,2000,15.797141721120376,85.2562700930251,51.435244302946025,84.91875631419204,4.640403023521192,6.153023003730524,24325710.0,2043379556.0,4.141259715909463,5.120443549778504,4.681555653831943,8309869065282.152,4066.7281029027545,6976457917635.186
East Asia & Pacific (all income levels),EAS,2001,15.297914318909683,87.66192244796633,51.42062555839902,86.83194236610677,4.841717244939623,6.47401351603088,24323756.0,2061910900.0,4.530028235128329,5.2185307364816165,4.900542342629868,8497706225970.528,4121.277125005997,7128680496605.969
East Asia & Pacific (all income levels),EAS,2002,15.173317385671288,90.20407353411414,50.91078027275652,89.74064398058154,4.853081679389982,6.404299712980152,24323272.0,2079495780.0,4.45974527075163,5.25718771684693,4.897107108177935,8783926537205.149,4224.065574783302,7341348121264.714
East Asia & Pacific (all income levels),EAS,2003,14.803467135344714,91.89766134286066,49.971419730447955,92.56864132844672,4.463869232257447,6.158378844447068,24322814.0,2096269504.0,4.506749822874738,5.158356023324805,4.854165953300735,9130764066318.664,4355.720506783971,7652478337570.428
East Asia & Pacific (all income levels),EAS,2004,14.435559335402969,97.26073336408363,50.36263780555681,96.89456366008054,4.3810558137197955,5.85208209949497,24322717.0,2112499255.0,4.498318325370691,5.160887620929446,4.861493230609227,9578077314217.46,4534.002694461286,7981323729314.434
East Asia & Pacific (all income levels),EAS,2005,14.101158522530662,100.1936239097047,50.33285566184399,100.27420281139936,3.968452168961525,5.312295985143016,24322687.0,2128481616.0,4.316836034227767,5.0099069829261715,4.687232420974897,10004068486945.545,4700.096261928694,8250965491134.542
East Asia & Pacific (all income levels),EAS,2006,13.643971345302145,102.54564272621181,49.999117725860714,102.83123352852024,3.7548295664642195,4.900586337553695,24322832.6,2144169184.0,4.152978571020821,4.780837241882529,4.5254049701236685,10526026196867.56,4909.139761644648,8635677004647.401
East Asia & Pacific (all income levels),EAS,2007,13.091800250409726,107.24116605260974,49.32574789578,107.3824849115863,3.9810910325235187,5.196959331371013,24322924.2,2159198132.0,3.8141265178451604,4.532531803193484,4.241534039484191,11169400906373.404,5172.939315220473,9128613952162.383
East Asia & Pacific (all income levels),EAS,2008,12.468901839856429,113.63812978174288,49.07705960442363,112.76591185390713,4.294811178716504,5.569410035843816,24322829.2,2174420564.0,4.081799810323705,4.959018030591566,4.586219034718201,11499764977634.326,5288.657202762881,9149778415249.217
East Asia & Pacific (all income levels),EAS,2009,12.083046623291368,115.8460287290072,48.90916856684865,115.8529535132695,4.895620146712478,6.377308469308554,24322889.5,2189190458.0,4.093016994258206,5.066234862830361,4.648548299238113,11551021483099.041,5276.389471225733,9536750289057.191
East Asia & Pacific (all income levels),EAS,2010,11.694322760854302,118.29379642701466,48.6173195100272,117.89619439908253,4.890803495386774,6.022092645912498,24322849.7,2203762070.0,3.9555936877118634,4.7412544682301245,4.407032467077359,12349223130065.293,5603.700734383405,9845806434570.63
East Asia & Pacific (all income levels),EAS,2011,11.353414103369321,123.89928974461199,49.085542338518174,121.1222629145509,5.283038500301017,6.1644638561492116,24322879.9,2218962237.0,3.9610391573243127,4.679190935561386,4.3465794387672165,12829521848724.904,5781.766645145888,10058652721222.176
East Asia & Pacific (all income levels),EAS,2012,11.058403137478354,128.18113056477296,,125.22146100082752,5.449792394845424,6.24619843269651,24322879.9,2233783501.0,4.021664338062056,4.794848450779665,4.465235877948632,13382780055534.357,5991.081969019502,10673645200196.117
East Asia & Pacific (all income levels),EAS,2013,,,,,,,,,,,,,,
Euro area,EMU,1990,,90.62036778717132,50.96514522821577,95.87611404323802,10.418593095276929,10.517040844968058,2582820.0,307681474.0,,,,7592100219704.738,24675.194515301686,6514160103707.631
Euro area,EMU,1991,,90.80367032097189,49.6356846473029,96.18654457646186,10.78261953561149,10.953772403589705,2582820.0,308904698.0,11.402366312198073,6.668234287682656,8.60016722441197,7781450919881.567,25190.458320195467,6666167837447.908
Euro area,EMU,1992,,93.94943520422693,48.73189449273807,97.82480831969356,11.079775676293774,11.18293351213414,2582826.0,310334495.0,11.86294290960611,7.381872933243033,9.170781850691352,7880465267394.6045,25393.455752943624,6762618775512.553
Euro area,EMU,1993,,89.59819259362645,48.65503388549552,94.36373967526137,11.092888935202277,11.523808063440926,2582816.0,311591506.0,13.191726316258915,9.08147905058759,10.766768048734791,7824754640047.593,25112.220613766003,6709721408917.352
Euro area,EMU,1994,,87.89616659524631,48.57275381890858,92.82793382533963,10.764440969681685,11.619638341514825,2582806.0,312487408.0,14.053155363681647,9.933873238126807,11.626230408006704,8017173882651.413,25655.99021721673,6859510736291.493
Euro area,EMU,1995,,86.48660048303817,47.83536911161393,92.56655084792149,10.355266333827243,11.210592019323887,2582796.0,313279377.0,13.826177218660462,9.5093934838516,11.293234749862851,8212810203592.086,26215.610750503012,7058614228214.756
Euro area,EMU,1996,,96.14585762845603,47.90021318065066,98.0665013637803,10.112837758795216,10.87079087955311,2582786.0,314081634.0,13.89716009179739,9.820120413134534,11.542281081126879,8343373049599.139,26564.34552807739,7181645483300.462
Euro area,EMU,1997,,97.21264005275886,47.717042248831284,98.14143718827253,9.428566142220214,10.198969179231431,2582746.0,314817823.0,13.918264494491387,9.861093358196445,11.570980713322854,8564264661766.347,27203.874863737772,7379650093157.193
Euro area,EMU,1998,,95.55142593252796,47.74005349407368,97.92579170829116,9.309923679881658,9.93703204875796,2582716.0,315487077.0,13.390462611859,9.244194776349472,10.988350595541071,8807059636560.176,27915.754015370258,7598240183714.175
Euro area,EMU,1999,,100.47288429372809,47.60450013861592,101.78852743645587,9.116869115710232,9.432760160112288,2582676.0,316375290.0,12.557006207372146,8.640340421464035,10.288690057659803,9065578242962.488,28654.507888281947,7838787399796.207
Euro area,EMU,2000,,102.1253161732976,47.30761170994648,101.83741194784275,7.799377882335743,7.863984781549383,2615076.0,317590469.0,11.376954814293617,7.763885310436732,9.266947135893687,9412849659732.076,29638.32538605583,8031611754190.0205
Euro area,EMU,2001,,98.76885360165332,46.97794569305723,99.81843466787467,8.007837707105065,8.360357222392592,2614546.0,319058482.0,9.884959268607275,7.044550050421418,8.248080335825433,9602619750053.203,30096.738660134422,8178903441771.96
Euro area,EMU,2002,,98.22739598689132,46.70813980434611,99.88564359516256,8.302943318899292,8.770079861056507,2615026.0,320855222.0,10.058368694625909,7.536359836769664,8.637712189858838,9693985701054.709,30212.959105445723,8276431413797.569
Euro area,EMU,2003,,94.33591282576602,45.08340898123499,98.0338031555057,8.380221936216572,8.726828454973123,2615186.0,322850662.0,10.114386791196381,7.835137325868562,8.861251405814327,9767424470556.2,30253.69193932828,8362366067257.604
Euro area,EMU,2004,,105.42634084607394,46.281259727139165,102.6770203080887,7.979619555948189,8.165516502655846,2615106.0,324898214.0,10.441650753901259,8.141351245417846,9.151887586689798,9984805039349.541,30732.101960245127,8600291454875.114
Euro area,EMU,2005,,98.29548554075697,44.66826719735553,99.25240044504449,7.957171180362035,7.973415130663833,2614966.0,326810374.0,10.152989447453807,8.109242038979826,9.003914737017297,10158579443727.238,31084.01768092967,8694089568865.654
Euro area,EMU,2006,,96.27817361316886,45.85630921197581,98.07057924686686,7.760412035984486,7.559645275690958,2614336.0,328577670.0,9.520827260899742,7.414568435878263,8.34831936793818,10490988617263.68,31928.48928919509,8975816152114.096
Euro area,EMU,2007,,94.74608398478084,44.154902317782,97.94893600931947,7.895056532261882,7.806557075363686,2614396.0,330497820.0,8.543424441430746,6.611272102948223,7.458346504590638,10806609180425.848,32697.97416644336,9223383802400.717
Euro area,EMU,2008,,97.7912675438046,45.59653247921844,99.70210777290946,8.388194967909223,8.185404619846096,2613856.0,332251440.0,8.344246268474738,6.8452201995311945,7.511613674544542,10847297018812.41,32647.85554823302,9093581700089.863
Euro area,EMU,2009,,100.57524643339555,45.27740910626501,101.80620844944627,9.431398796517506,9.562901066309948,2613739.0,333485336.0,9.727371952254856,9.336290222247335,9.501178710515902,10363218665087.207,31075.48532534938,8765949826620.322
Euro area,EMU,2010,,95.6031021049993,45.24969392752204,100.35903811228677,8.920044639911357,8.774658514042889,2613760.0,334472906.0,10.312852063429787,9.940630079400417,10.099034796261305,10568326643997.436,31596.95884006053,8851630847806.396
Euro area,EMU,2011,,98.99037177759931,44.92265200345716,101.9790817641175,9.314327470780963,9.11900421734054,2613707.0,335325408.0,10.398582963661143,9.928719194819388,10.126471612550777,10739346507194.607,32026.641140162596,9067165403528.19
Euro area,EMU,2012,,90.07195287949911,,96.77539039590218,9.344607612270602,9.267344337742378,2613707.0,333252928.0,11.553144432705313,11.248938172950627,11.372856981640421,10669621628613.08,32016.587799081783,9032775941219.549
Euro area,EMU,2013,,,,,,,,,,,,,,
Latin America & Caribbean (all income levels),LCN,1990,,63.811367971661866,33.92640291670087,59.56482929915058,22.916109449504216,11.847403093261981,20172364.4,444190971.0,,,,1815502166282.11,4087.210872825486,1454257772825.732
Latin America & Caribbean (all income levels),LCN,1991,15.135755768185303,64.84942422362926,34.1428929211784,61.30689878352496,23.591283100112527,10.509748572370377,20172364.4,452409851.0,10.71338369047876,6.790593517615614,8.145291552762359,1881540580953.2747,4158.929291204304,1522577206388.125
Latin America & Caribbean (all income levels),LCN,1992,14.825989044813454,66.76970581624036,34.26891023086054,62.82995182548786,21.61630378078383,9.490128674448112,20172364.4,460630267.0,8.361564553196699,5.699495092788688,6.639032298409703,1938860609960.972,4209.147224711076,1576779582236.9656
Latin America & Caribbean (all income levels),LCN,1993,14.592044844641615,65.40873366753029,34.47231267839233,63.54685470646152,21.508964343336373,9.017409755998782,20172364.4,468852274.0,8.528198128571042,5.78461577841791,6.750781293141368,2013924849103.9268,4295.435813763222,1638716118272.3245
Latin America & Caribbean (all income levels),LCN,1994,14.321790192288734,69.72920528283251,34.524167165381904,67.44813482939772,22.340892941071644,9.678602833064375,20172364.4,477061964.0,8.559356002509626,6.0802553023660035,6.982969107006529,2109130723462.9417,4421.083386691758,1738377677918.049
Latin America & Caribbean (all income levels),LCN,1995,13.91028394479116,72.61659012575564,34.91833067021379,71.28774168021599,21.93928019778246,8.725348762420257,20172364.4,485244174.0,9.820710043717067,6.961681697654733,8.020517335103957,2128382793329.023,4386.209886425186,1720635412240.3381
Latin America & Caribbean (all income levels),LCN,1996,13.711873088415848,73.12748956856025,35.08237129874966,72.15227908216814,21.66741463105353,9.778274880557522,20172364.4,493412634.0,10.430464344933103,6.946210993155094,8.2286837826727,2208132774485.803,4475.225444847047,1781684576877.6487
Latin America & Caribbean (all income levels),LCN,1997,13.56372781153343,75.89798016620202,35.14577654622545,75.10934077567092,21.814776709579526,8.384913659264145,20172364.4,501523719.0,10.330975010535806,6.521226196297283,7.963311907307979,2327097743177.653,4640.055205799056,1898955686951.9634
Latin America & Caribbean (all income levels),LCN,1998,13.391014108042791,77.70402854951207,35.259831630803056,76.39619339829787,21.886109284680867,8.54848663842746,20143884.4,509715182.0,10.53117728103961,6.72501980164689,8.179047885799203,2384177017328.1226,4677.469107302601,1951190413054.3018
Latin America & Caribbean (all income levels),LCN,1999,13.078521688256489,81.53314409816662,35.30026184321259,81.21140904949068,20.503263957648787,8.318823246563129,20143884.4,517592150.0,10.75154262041626,7.21166459248126,8.583151835332194,2395329681778.103,4627.832322762436,1941364295384.1733
